﻿initials,website,full_name,l_name_exists,title,school,department
ML,faculty/ml6wb,Michael Luegering,1,Assistant Professor,School of Architecture,Department of Landscape Architecture
ML,faculty/msl2e,Maria-Beatriz Lopes,1,Professor,School of Medicine,Department of Pathology
ML,faculty/mal5un,Michael A. Livermore,1,Professor,School of Law,School of Law
ML,faculty/mal7uj,Melissa Ashley Little,1,Associate Professor,School of Medicine,PBHS Public Health Sciences Admin
ML,faculty/mll8ah,Marc L. Lipson,1,Professor,Darden School of Business,Darden Graduate School of Business
ML,faculty/mjl2f,Marcy J. Linton,1,Associate Professor,College of Arts and Sciences,Department of Drama
ML,faculty/ml2vq,Meiqin Li,1,Assistant Professor,School of Engineering and Applied Science,Department of Engineering and Society
ML,faculty/mkl7j,Melissa Levy,1,Assistant Professor,Curry School of Education,Curry School of Education
ML,faculty/mhc,Michael H. Levenson,1,Professor,College of Arts and Sciences,Department of English
ML,faculty/mtl5g,Manuel T. Lerdau,1,Professor,College of Arts and Sciences,Department of Environmental Sciences
ML,faculty/mjl9u,Michael J. Lenox,1,Professor,Darden School of Business,Darden Graduate School of Business
ML,faculty/msl6e,Meredith Lee,1,Associate Professor,School of Medicine,Department of Psychiatry and NB Sciences
ML,faculty/mgl4v,Michael Lee,1,Associate Professor,School of Architecture,Department of Landscape Architecture
ML,faculty/mjl9cd,Matthew J. Lazzara,1,Associate Professor,School of Engineering and Applied Science,Department of Chemical Engineering
ML,faculty/ml4nz,Monica Ghei Lawrence,1,Associate Professor,School of Medicine,"Department of Medicine, Allergy and Immunology"
ML,faculty/mal4pe,Max Luna Jimenez,1,Associate Professor,School of Medicine,"Department of Medicine, Cardiovascular Medicine"
MM,faculty/mkw2y,Mary Kathryn Mutter,1,Assistant Professor,School of Medicine,Department of Emergency Medicine
MM,faculty/mm7ut,Mohamed Morsy,1,Associate Professor,School of Medicine,"Department of Medicine, Cardiovascular Medicine"
MM,faculty/mm7jc,Masahiro Morikawa,1,Professor,School of Medicine,Department of Family Medicine
MM,faculty/mm4jw,Michael Momot,1,Distinguished Lecturer,School of Engineering and Applied Science,Department of Mechanical and Aerospace Engineering
MM,faculty/mm3je,Mahshad Mohit,1,Lecturer,College of Arts and Sciences,Middle Eastern and South Asian Languages and Cultures
MM,faculty/mm2pa,Manouchehr Mohajeri,1,Lecturer,School of Engineering and Applied Science,Department of Engineering and Society
MM,faculty/mm6gw,Marc Modica,1,Lecturer,Darden School of Business,Darden Graduate School of Business
MM,faculty/myb3u,Marcia Mitchell,1,Lecturer,UVA College at Wise,UVA College at Wise
MM,faculty/mdm3p,Mark D. Miller,1,Professor,School of Medicine,Orthopaedic Surgery Sports Medicine Division
MM,faculty/mm5ca,Matthew M. Miller,1,Assistant Professor,School of Medicine,Department of Radiology
MM,faculty/mm4ec,Melvin Miller,1,"Associate Director, Student Financial Services",Provost's Office,Student Financial Services
MM,faculty/mjm7ba,Matthew Meyer,1,Assistant Professor,School of Medicine,Department of Anesthesiology
MM,faculty/mjm9ff,Michael J Meyer,1,Assistant Professor,College of Arts and Sciences,Department of Psychology
MM,faculty/mjm9cd,Maureen J. Metzger,1,Assistant Professor,School of Nursing,School of Nursing
MM,faculty/mvm4p,Michael Mendoza,1,Assistant Professor,School of Medicine,Department of Pediatrics
MM,faculty/mjm4wj,Marcus Jude Meade,1,Assistant Professor,College of Arts and Sciences,Department of English
MM,faculty/mkm3g,Molly McShane,1,Lecturer,School of Law,School of Law
MM,faculty/mm7dw,Michael McNulty,1,Professor,UVA College at Wise,UVA College at Wise
MM,faculty/mam3fk,Michael Mcculloch,1,Associate Professor,School of Medicine,Department of Pediatrics
MM,faculty/mm5gt,Micah Mazurek,1,Associate Professor,Curry School of Education,Curry School of Education
MM,faculty/mwm3y,Marty W. Mayo,1,Professor,School of Medicine,Department of Biochemistry and Molecular Genetics
MM,faculty/ms2bv,Meghan Kathleen Mattos,1,Assistant Professor,School of Nursing,School of Nursing
MM,faculty/mfm,Mary Marshall,1,Professor,School of Medicine,PBHS Public Health Sciences Admin
MM,faculty/mmg6n,Megan Marlatt,1,Professor,College of Arts and Sciences,Department of Art
MM,faculty/mam5du,Micheline Marcom,1,Professor,College of Arts and Sciences,Creative Writing Program
MM,faculty/mvm7hz,Madhav Marathe,1,Professor,Provost's Office,PV-Biocomplexity Initiative
MM,faculty/msm8r,Mani S. Mahadevan,1,Professor,School of Medicine,Department of Pathology
MM,faculty/mem2a,Liz Magill,1,Professor,Provost's Office,Office of the Executive Vice President and Provost
MM,faculty/mum6z,Michele Madison,1,Lecturer,Athletics Department,Department of Athletics
MM,faculty/mm7ux,Mohammad Mahmoody Ghidary,1,Associate Professor,School of Engineering and Applied Science,Department of Computer Science
MN,faculty/mb4ng,Mary Margaret Noland,1,Associate Professor,School of Medicine,Department of Dermatology
MN,faculty/mrn8d,Michael Nelson,1,Professor,School of Medicine,"Department of Medicine, Allergy and Immunology"
MN,faculty/mmn9y,Mohan Nadkarni,1,Professor,School of Medicine,"Department of Medicine, Division of General, Geriatric, Palliative &amp; Hospital Medicine"
MO,faculty/mo6xj,Mark Orr,1,Associate Professor,Provost's Office,PV-Biocomplexity Initiative
MO,faculty/mo3a,Melissa Oliver,1,Lecturer,President's Office,EOCR
MO,faculty/mdo7y,Mark D. Okusa,1,Professor,School of Medicine,"Department of Medicine, Nephrology Division"
MO,faculty/mo7c,Marc Odrich,1,Associate Professor,School of Medicine,Department of Ophthalmology
MO,faculty/meo9u,Michael E. Odonnell,1,Assistant Professor,UVA College at Wise,UVA College at Wise
MP,faculty/mjp3h,Michael James Puri,1,Associate Professor,College of Arts and Sciences,Department of Music
MP,faculty/mdp3w,Michael D. Purdy,1,Assistant Professor,School of Medicine,Department of Molecular Phys and Biological Physics
MP,faculty/mhm8yp,Meghan Puglia,1,Assistant Professor,School of Medicine,Department of Neurology
MP,faculty/mdp3s,Mendy Poulter,1,Associate Professor,School of Medicine,Department of Pathology
MP,faculty/mdp3f,Michael Potter,1,Instructor,UVA College at Wise,UVA College at Wise
MP,faculty/mp3jx,Mary Poss,1,Professor,School of Medicine,"Department of Medicine, Hematology and Oncology"
MP,faculty/mdp2u,Michael D Porter,1,Associate Professor,School of Engineering and Applied Science,Department of Systems and Information Engineering
MP,faculty/mp5k,Margaret Plews-Ogan,1,Professor,School of Medicine,"Department of Medicine, Division of General, Geriatric, Palliative &amp; Hospital Medicine"
MP,faculty/mp7aa,Marcos Pires,1,Associate Professor,College of Arts and Sciences,Department of Chemistry
MP,faculty/mp3g,Marek Pindera,1,Professor,School of Engineering and Applied Science,Department of Systems and Information Engineering
MP,faculty/mtp2a,Michael Perry,1,Assistant Professor,School of Medicine,Department of Radiology
MP,faculty/mlp6h,Marcia L. Pentz-Harris,1,Assistant Professor,McIntire School of Commerce,McIntire School of Commerce
MP,faculty/mkp5u,Manoj K. Patel,1,Associate Professor,School of Medicine,Department of Anesthesiology
MP,faculty/mp2tq,Min Park,1,Associate Professor,School of Medicine,Department of Neurological Surgery
MP,faculty/mcp5d,Michael Pariseau,1,Director of Ticket Sales and Operations,Athletics Department,Department of Athletics
MP,faculty/mbp2q,Matthew B. Panzer,1,Associate Professor,School of Engineering and Applied Science,Department of Mechanical and Aerospace Engineering
MP,faculty/mp6h,Michael S Palmer,1,Professor,Provost's Office,Center for Teaching Excellence
MP,faculty/mlp5fy,Michael Laterneau Pace,1,Professor,College of Arts and Sciences,Department of Environmental Sciences
MP,faculty/mp8yk,Maria Esther Poveda Moreno,1,Lecturer,College of Arts and Sciences,"Department for Spanish, Italian, and Portuguese"
MQ,faculty/msq6g,Mark S. Quigg,1,Professor,School of Medicine,Department of Neurology
MR,faculty/mr4ha,Megan Ryals,1,Assistant Professor,School of Engineering and Applied Science,Department of Engineering and Society
MR,faculty/mr2ee,Melanie R Rutkowski,1,Assistant Professor,School of Medicine,Department of Microbiology
MR,faculty/mr2h,Mark Russell,1,Professor,School of Medicine,Department of Dermatology
MR,faculty/mr9zf,Marlon B. Ross,1,Professor,College of Arts and Sciences,Department of English
MR,faculty/mhr9r,Mitchell H. Rosner,1,Professor,School of Medicine,"Department of Medicine, Nephrology Division"
MR,faculty/mcr4y,Mitchel C. Rosen,1,Associate Professor,School of Engineering and Applied Science,"Dean's Office, School of Eng and Applied Science"
MR,faculty/mjr2t,Mark Romness,1,Associate Professor,School of Medicine,Orthopaedic Surgery Pediatric Orthopaedic Division
MR,faculty/mr8be,Mark E. Roeser,1,Assistant  Professor,School of Medicine,Department of Surgery
MR,faculty/mr8v,Michelle Rindos,1,Assistant Professor,School of Medicine,Department of Obstetrics and Gynecology
MR,faculty/mf9c,Margaret F. Riley,1,Professor,School of Law,School of Law
MR,faculty/mr7db,Matthew James Reilley,1,Assistant Professor,School of Medicine,"Department of Medicine, Hematology and Oncology"
MR,faculty/mar5jj,Matthew Abraham Reidenbach,1,Professor,College of Arts and Sciences,Department of Environmental Sciences
MR,faculty/mr2xk,Michael C. Rasbury,1,Associate Professor,College of Arts and Sciences,Department of Drama
MR,faculty/mkr5a,Melur K Ramasubramanian,1,Professor,Research and Public Service,Office of the VP for Research
MR,faculty/mr8b,Michael Ragosta,1,Professor,School of Medicine,"Department of Medicine, Cardiovascular Medicine"
MS,faculty/ms6tb,Michael C. Swanberg,1,Assistant Professor,School of Nursing,School of Nursing
MS,faculty/mfs3x,Michael F. Suarez,1,Professor,Provost's Office,Book Arts Press
MS,faculty/mws4s,Martha Stuart,1,Lecturer,Provost's Office,Office of the Executive Vice President and Provost
MS,faculty/mjs9sj,Matthew Street,1,Lecturer,College of Arts and Sciences,"Department for Spanish, Italian, and Portuguese"
MS,faculty/ms7kz,Matthew Stotts,1,Assistant Professor,School of Medicine,"Department of Medicine, Gastroenterology"
MS,faculty/ms5cj,Megan Stevenson,1,Associate Professor,School of Law,School of Law
MS,faculty/mrs8n,Mircea R. Stan,1,Professor,School of Engineering and Applied Science,Department of Electrical and Computer Engineering
MS,faculty/ms2sx,Marilyne Stains,1,Associate Professor,College of Arts and Sciences,Department of Chemistry
MS,faculty/ms7uw,Michael Spaeder,1,Associate Professor of Pediatrics,School of Medicine,Department of Pediatrics
MS,faculty/mes6z,Mary Lou Soffa,1,Professor,School of Engineering and Applied Science,Department of Computer Science
MS,faculty/ms7ha,Mark Sochor,1,Associate Professor,School of Medicine,Department of Emergency Medicine
MS,faculty/ms8mw,Michael Sneider,1,Associate Professor,School of Medicine,Department of Radiology
MS,faculty/mjs9t,Michael J. Smith,1,Associate Professor,College of Arts and Sciences,Department of Politics
MS,faculty/mws2d,Margo Smith,1,"Director and Curator, Kluge-Ruhe Aboriginal Art Collection",Provost's Office,Kluge-Ruhe Museum
MS,faculty/mms7r,M M. Smith,1,Professor,School of Medicine,Department of Microbiology
MS,faculty/ms9ec,Michael P. Slon,1,Associate Professor,College of Arts and Sciences,Department of Music
MS,faculty/mfs4n,Michael F. Skrutskie,1,Professor,College of Arts and Sciences,Department of Astronomy
MS,faculty/mas8ad,Mark Sicoli,1,Assistant Professor,College of Arts and Sciences,Department of Anthropology
MS,faculty/mss2x,Mark S. Sherriff,1,Professor,School of Engineering and Applied Science,Department of Computer Science
MS,faculty/mps6t,Matthew Shelton,1,Lecturer,College of Arts and Sciences,Department of Art
MS,faculty/mjs5ma,Madelynn J. D. Shell,1,Associate Professor,UVA College at Wise,UVA College at Wise
MS,faculty/ms4qm,Michael Sheehy,1,Assistant Professor,College of Arts and Sciences,Department of Religious Studies
MS,faculty/ms2dm,Majid Shafiee-Jood,1,Assistant Professor,School of Engineering and Applied Science,Department of Systems and Information Engineering
MS,faculty/mes8c,Mark E. Shaffrey,1,Professor,School of Medicine,Department of Neurological Surgery
MS,faculty/mbs5k,Molly Bishop Shadel,1,Professor,School of Law,School of Law
MS,faculty/msl7u,Maria S. Sequeira-Lopez,1,Professor,School of Medicine,Department of Pediatrics
MS,faculty/ms9pc,Marc Selverstone,1,Associate Professor,President's Office,Miller Center
MS,faculty/ms3sy,Matthew Seibert,1,Assistant Professor,School of Architecture,Department of Landscape Architecture
MS,faculty/mms8rm,Michael M. Scott,1,Associate Professor,School of Medicine,Department of Pharmacology
MS,faculty/mjs4d,Micah J. Schwartzman,1,Professor,School of Law,School of Law
MS,faculty/mjs3pg,Melissa Schoelwer,1,Assistant Professor,School of Medicine,Department of Pediatrics
MS,faculty/ms5qt,Marcel Schmid,1,Assistant Professor,College of Arts and Sciences,Department of Germanic Languages and Literatures
MS,faculty/mjs7y,Michael J. Schill,1,Professor,Darden School of Business,Darden Graduate School of Business
MS,faculty/ms,Mohammed Sawaie,1,Professor,College of Arts and Sciences,Middle Eastern and South Asian Languages and Cultures
MS,faculty/mas6sh,Marc Sandefur,1,Instructor,UVA College at Wise,UVA College at Wise
MS,faculty/mdk2e,Margaret Sande,1,Assistant Professor,School of Medicine,Department of Emergency Medicine
MS,faculty/ms5pc,Michael Salerno,1,Associate Professor,School of Medicine,"Department of Medicine, Cardiovascular Medicine"
MS,faculty/ms4xe,Melissa Sacco,1,Associate Professor,School of Medicine,Department of Pediatrics
MS,faculty/ms3ae,Marc Santugini Santugini Repiquet,1,Assistant Professor,College of Arts and Sciences,Department of Economics
MT,faculty/mat5w,Margie A. Tucker,1,Professor,UVA College at Wise,UVA College at Wise
MT,faculty/mt3z,Miao-Fen Tseng,1,Professor,College of Arts and Sciences,"East Asian Languages, Literatures, and Cultures"
MT,faculty/mjt4a,Matthew J. Trowbridge,1,Associate Professor,School of Medicine,Department of Emergency Medicine
MT,faculty/msc7s,Margaret Clarke Tracci,1,Associate Professor,School of Medicine,Department of Surgery
MT,faculty/mat7z,Martha Ann Toms-Farmer,1,Lecturer,School of Continuing and Professional Studies,SCPS - CP-Admin-Stdnt Svcs&amp;Enllmt Mgt
MT,faculty/mpt9g,Michael P. Timko,1,Professor,College of Arts and Sciences,Department of Biology
MT,faculty/rt3n,Mary R. Tighe,1,Associate Professor,UVA College at Wise,UVA College at Wise
MT,faculty/mt4w,Mark Thomas,1,Professor,College of Arts and Sciences,Department of History
MT,faculty/mjt6e,Matthew J. Thomas,1,Genetic Counselor,School of Medicine,Department of Pediatrics
MT,faculty/mrt5ry,Matthew Thames,1,Assistant Professor,School of Medicine,Department of Anesthesiology
MT,faculty/mt2f,Mami Taniuchi,1,Associate Professor,School of Medicine,"Department of Medicine, Infectious Diseases"
MT,faculty/mt2yq,Mariana Teles Santos Golino,1,Associate Professor,College of Arts and Sciences,Department of Psychology
MV,faculty/mv8h,Marija Vucelja,1,Assistant Professor,College of Arts and Sciences,Department of Physics
MV,faculty/mav2e,Mark Voorhees,1,Assistant Director Intramural-Recreational Sports,Athletics Department,Department of Intramural-Recreational Sports
MV,faculty/mv8d,Milton Vickerman,1,Associate Professor,College of Arts and Sciences,Department of Sociology
MV,faculty/mv4w,Monique Vaughan,1,Assistant Professor,School of Medicine,Department of Obstetrics and Gynecology
MV,faculty/mlv,Mary Vance,1,Professor,School of Medicine,"Department of Medicine, Endocrinology and Metabolism"
MW,faculty/mw4yv,Martin Wu,1,Associate Professor,College of Arts and Sciences,Department of Biology
